basepolity,period_start,latitude,longitude,polity_territory,temperature,polity_population,cc_infra,kinship1
IrMElm3,-1100,31.361706,48.732086,250000,24.770887,4088454,.66666669,.2383917
IrSasn2,700,28.497017,68.229736,2600000,24.782984,22100000,.8888889,-.15563031
SaRashd,700,39.874771,65.378059,201434,24.782984,2383481,.8481847,-.086064503
IqNAssr,700,31.361706,48.732086,1400000,24.782984,6593436,.8888889,.062025286
IrSasn1,300,28.497017,68.229736,2600000,24.798208,5000000,1,-.15563031
IrElym2,300,31.361706,48.732086,60636,24.798208,707488,.77777779,-.052358553
IqNAssr,300,31.361706,48.732086,1400000,24.798208,5282146,.8888889,.066010438
IrPart2,300,39.874771,65.378059,1800000,24.798208,5000000,1,.15720958
IrElym2,200,31.361706,48.732086,43994,24.800289,639690,.77777779,-.052981071
IqNAssr,200,31.361706,48.732086,1400000,24.800289,5699758,.8888889,.064626291
IrPart2,200,39.874771,65.378059,1800000,24.800289,5000000,1,.15720958
Hawaii3,-800,19.655365,-155.58328,7000,24.80649,37500,.3888889,.37424281
PkChalc,-3300,28.497017,68.229736,2730,24.812754,410114,.48888889,-.4429948
AfAfshr,1900,28.497017,68.229736,249113,24.838337,2186945,.91484433,.084626816
IrQajar,1900,31.361706,48.732086,216479,24.838337,2460225,.85664082,.6364994
IrQajar,2000,31.361706,48.732086,214136,24.838337,2490251,.8532508,.6364994
Hawaii3,-600,19.655365,-155.58328,7000,24.861361,37500,.3888889,.37429529
IrSasn1,400,28.497017,68.229736,3100000,24.892038,5000000,1,-.15563031
IqNAssr,400,31.361706,48.732086,1400000,24.892038,6679267,.8888889,.061793555
Hawaii3,-1400,19.655365,-155.58328,7000,24.896292,37500,.3888889,.37421381
Hawaii3,-1700,19.655365,-155.58328,7000,24.896664,37500,.3888889,.37412986
Hawaii3,-700,19.655365,-155.58328,7000,24.901144,37500,.3888889,.37432098
Hawaii3,-900,19.655365,-155.58328,7000,24.904762,37500,.3888889,.37423587
PkChalc,-3500,28.497017,68.229736,2745,24.911545,398967,.48888889,-.44230735
Hawaii3,-1300,19.655365,-155.58328,7000,24.938234,37500,.3888889,.37424111
Hawaii3,600,19.655365,-155.58328,7000,24.946247,37500,.3888889,.37422925
Hawaii3,-1600,19.655365,-155.58328,7000,24.947279,37500,.3888889,.37415823
InDecNL,-2600,15.157869,76.775902,18117,24.949411,340451,.2,-.52867448
Hawaii3,0,19.655365,-155.58328,7000,24.952602,37500,.3888889,.37431702
Hawaii3,-1200,19.655365,-155.58328,7000,24.9666,37500,.3888889,.37427104
Hawaii3,-400,19.655365,-155.58328,7000,24.987148,37500,.3888889,.37415832
Hawaii3,-1000,19.655365,-155.58328,7000,24.994867,37500,.3888889,.37421712
InDecNL,-2700,15.157869,76.775902,18133,24.99613,334831,.2,-.52860993
Hawaii3,-100,19.655365,-155.58328,7000,24.999868,37500,.3888889,.37433359
Hawaii2,1300,19.655365,-155.58328,1500,25.0002,7000,.077777781,-.082918577
Hawaii3,1300,19.655365,-155.58328,7000,25.0002,37500,.3888889,.3731561
PkPreUr,-2800,28.497017,68.229736,2728,25.002146,453747,.48888889,-.14928356
Hawaii3,-1100,19.655365,-155.58328,7000,25.011646,37500,.3888889,.37426114
Hawaii3,700,19.655365,-155.58328,7000,25.015863,37500,.3888889,.37391979
InDecNL,-2300,15.157869,76.775902,18075,25.026375,358009,.2,-.5684557
Hawaii1,1000,19.655365,-155.58328,49721,25.028189,2115030,.088888891,-.0540765
Hawaii3,1000,19.655365,-155.58328,7000,25.028189,37500,.3888889,.37407783
Hawaii3,-1500,19.655365,-155.58328,7000,25.030806,37500,.3888889,.37418649
Hawaii3,900,19.655365,-155.58328,7000,25.035967,37500,.3888889,.37401238
Hawaii3,800,19.655365,-155.58328,7000,25.03841,37500,.3888889,.37421805
Hawaii3,300,19.655365,-155.58328,7000,25.041294,37500,.3888889,.37440112
Hawaii1,1100,19.655365,-155.58328,55160,25.042828,2019293,.088888891,-.038738657
Hawaii3,1100,19.655365,-155.58328,7000,25.042828,37500,.3888889,.37440625
Hawaii3,100,19.655365,-155.58328,7000,25.046101,37500,.3888889,.37438783
PkPreUr,-3100,28.497017,68.229736,2758,25.047518,439318,.48888889,-.15198135
Hawaii3,500,19.655365,-155.58328,7000,25.050272,37500,.3888889,.37433678
PkPreUr,-2900,28.497017,68.229736,2739,25.066452,448897,.48888889,-.15020052
Hawaii3,-300,19.655365,-155.58328,7000,25.067146,37500,.3888889,.37427169
Hawaii3,-200,19.655365,-155.58328,7000,25.084686,37500,.3888889,.37437636
PkPreUr,-2700,28.497017,68.229736,2717,25.089663,458638,.48888889,-.14835548
InDecNL,-2200,15.157869,76.775902,18065,25.096794,364107,.2,-.56854725
PkChalc,-3400,28.497017,68.229736,2738,25.098898,404506,.48888889,-.44273552
Hawaii2,1600,19.655365,-155.58328,1500,25.099573,22000,.18888889,.17117503
Hawaii3,1600,19.655365,-155.58328,7000,25.099573,37500,.3888889,.38412598
InGng1,600,15.157869,76.775902,119656,25.104322,2023679,.7771076,-.035530224
InPallL,600,15.157869,76.775902,119656,25.104322,2023679,.7771076,-.035530224
InKadam,600,15.157869,76.775902,50000,25.104322,650000,.56666666,.055834353
InChaBd,600,15.157869,76.775902,750000,25.104322,550000,.67777777,.0653871
InVakat,600,15.157869,76.775902,900000,25.104322,6000000,.12222222,.15764844
Hawaii2,1200,19.655365,-155.58328,1500,25.105591,3500,.077777781,-.10095184
Hawaii1,1200,19.655365,-155.58328,39399,25.105591,1906549,.088888891,-.025014859
Hawaii3,1200,19.655365,-155.58328,7000,25.105591,37500,.3888889,.37395909
InDecNL,-1800,15.157869,76.775902,17975,25.108446,389216,.2,-.5689159
Hawaii3,-500,19.655365,-155.58328,7000,25.117632,37500,.3888889,.3743766
Hawaii2,1500,19.655365,-155.58328,1500,25.121895,22000,.18888889,.041659232
Hawaii3,1500,19.655365,-155.58328,7000,25.121895,37500,.3888889,.37318385
Hawaii3,200,19.655365,-155.58328,7000,25.125652,37500,.3888889,.37441239
InDecNL,-1700,15.157869,76.775902,17959,25.130791,395758,.2,-.56900787
Hawaii3,400,19.655365,-155.58328,7000,25.132715,37500,.3888889,.37440529
InDecNL,-2000,15.157869,76.775902,18038,25.132786,376222,.2,-.56872636
InDecNL,-2100,15.157869,76.775902,18046,25.138937,370223,.2,-.56863862
PkChalc,-3200,28.497017,68.229736,3291,25.140377,386176,.48888889,-.41776732
PkPreUr,-3200,28.497017,68.229736,3351,25.140377,403325,.48888889,-.15855981
InDecNL,-2400,15.157869,76.775902,18092,25.150818,352099,.2,-.56836498
InPallL,700,15.157869,76.775902,179397,25.1679,1909211,.81632555,-.037083093
InChaBd,700,15.157869,76.775902,750000,25.1679,6000000,.67777777,.053749807
Hawaii2,1400,19.655365,-155.58328,1500,25.168173,13200,.18888889,-.043519165
Hawaii3,1400,19.655365,-155.58328,7000,25.168173,37500,.3888889,.37359554
PkPreUr,-2600,28.497017,68.229736,2701,25.170986,462411,.48888889,-.14736666
InDecNL,-1900,15.157869,76.775902,18007,25.174208,382812,.2,-.56882274
InDecIA,-600,15.157869,76.775902,928,25.17523,5000,.36666667,-.35155317
InBija,1600,15.157869,76.775902,161923,25.197268,1954241,.80269647,-.035178017
InMyso,1600,15.157869,76.775902,161923,25.197268,1954241,.80269647,-.035178017
InVijay,1600,15.157869,76.775902,350000,25.197268,25000000,.8888889,.47519943
InDelh,1600,15.157869,76.775902,2800000,25.197268,11786485,1,.6364994
PkPreUr,-3000,28.497017,68.229736,2753,25.202681,445610,.48888889,-.1511375
Hawaii3,1700,19.655365,-155.58328,7000,25.216394,37500,.3888889,.37966168
InDecIA,-700,15.157869,76.775902,923,25.22135,5000,.36666667,-.35155219
InDecNL,-1400,15.157869,76.775902,17853,25.225761,415294,.2,-.56928331
Hawaii3,1800,19.655365,-155.58328,7000,25.244385,37500,.3888889,.38541573
InDecNL,-1200,15.157869,76.775902,19643,25.245762,414273,.2,-.56911027
InDecIA,-1200,15.157869,76.775902,356,25.245762,500,.36666667,-.33772767
PkPreUr,-2500,28.497017,68.229736,3131,25.251667,392033,.48888889,-.14964657
PkUrbn1,-2500,28.497017,68.229736,29520,25.251667,875863,.89999998,-.050529994
InDecNL,-1300,15.157869,76.775902,17871,25.253471,422892,.2,-.56938034
InDecNL,-2500,15.157869,76.775902,18105,25.257225,346244,.2,-.52874053
InDecIA,-1000,15.157869,76.775902,319,25.258711,500,.36666667,-.33771408
PkUrbn1,-2400,28.497017,68.229736,24110,25.259439,954734,.89999998,-.047877815
InDecNL,-1600,15.157869,76.775902,17911,25.268045,402009,.2,-.56909865
USKameh,1800,19.655365,-155.58328,14988,25.272375,60000,.2888889,.63490897
InDecIA,-1100,15.157869,76.775902,319,25.276428,500,.36666667,-.33771396
InDecIA,-900,15.157869,76.775902,924,25.283205,5000,.36666667,-.35155228
InPallL,800,15.157869,76.775902,146595,25.293121,2007604,.77141714,-.036703534
InRasht,800,15.157869,76.775902,600000,25.293121,5000000,.67777777,.00033079399
InChaBd,800,15.157869,76.775902,750000,25.293121,6000000,.67777777,.053749807
InDecIA,-800,15.157869,76.775902,927,25.305349,5000,.36666667,-.35155308
InKadam,100,15.157869,76.775902,50000,25.305901,650000,.56666666,.056024425
InSataL,100,15.157869,76.775902,1400000,25.305901,8000000,.67777777,.17975439
USHawai,1900,19.655365,-155.58328,16624,25.316906,71019,.3888889,-.24364473
USKameh,1900,19.655365,-155.58328,14988,25.316906,60000,.2888889,.63492322
InDecNL,-1500,15.157869,76.775902,17864,25.318214,408421,.2,-.56919038
PkPostU,-1400,28.497017,68.229736,4086,25.325867,107116,.25555557,-.59733844
PkUrbn2,-1400,28.497017,68.229736,28452,25.325867,1469926,.89999998,-.066710882
InBija,1700,15.157869,76.775902,165520,25.327797,1954529,.79633355,-.036108136
InMarat,1700,15.157869,76.775902,165520,25.327797,1954529,.79633355,-.036108136
InMyso,1700,15.157869,76.775902,165520,25.327797,1954529,.79633355,-.036108136
InVijay,1700,15.157869,76.775902,350000,25.327797,25000000,.8888889,.47519943
InChol,900,15.157869,76.775902,151553,25.333771,1942602,.81628841,-.035722371
InRasht,900,15.157869,76.775902,600000,25.333771,5500000,.67777777,.000185581
PkUrbn1,-2300,28.497017,68.229736,23375,25.337818,977928,.89999998,-.047828581
InDecKg,-100,15.157869,76.775902,43171,25.341614,658503,.11111111,-.15563031
InKadam,-100,15.157869,76.775902,50000,25.341614,650000,.56666666,.055775948
InSataL,-100,15.157869,76.775902,1200000,25.341614,7000000,.67777777,.18444139
InKadam,200,15.157869,76.775902,50000,25.359974,650000,.56666666,.056183688
InSataL,200,15.157869,76.775902,1400000,25.359974,8000000,.67777777,.17975439
InChutu,300,15.157869,76.775902,142403,25.365032,1865535,.76825333,-.037491228
InPallE,300,15.157869,76.775902,49495,25.365032,189590,.66184908,-.014568995
InKadam,300,15.157869,76.775902,50000,25.365032,650000,.56666666,.056235977
InVakat,300,15.157869,76.775902,900000,25.365032,6000000,.12222222,.15772866
InGng1,500,15.157869,76.775902,142873,25.368513,1865252,.76826465,-.037518837
InKadam,500,15.157869,76.775902,50000,25.368513,650000,.56666666,.056280088
InVakat,500,15.157869,76.775902,900000,25.368513,6000000,.12222222,.15823753
InDecIA,-300,15.157869,76.775902,1969,25.372211,20000,.36666667,-.36947802
InKadam,-300,15.157869,76.775902,50000,25.372211,650000,.56666666,.054998994
PkUrbn1,-2200,28.497017,68.229736,22616,25.374371,1002896,.89999998,-.047759272
InDecKg,-200,15.157869,76.775902,62786,25.380653,640346,.11111111,-.15563031
InKadam,-200,15.157869,76.775902,50000,25.380653,650000,.56666666,.055169933
InDecIA,-400,15.157869,76.775902,2060,25.38422,20000,.36666667,-.36949185
InKadam,-400,15.157869,76.775902,50000,25.38422,650000,.56666666,.054807693
InKadam,0,15.157869,76.775902,50000,25.391056,650000,.56666666,.055978939
InSataL,0,15.157869,76.775902,1200000,25.391056,7250000,.67777777,.18351209
InSeuna,1200,15.157869,76.775902,174572,25.399927,4261362,.11111111,-.066919379
InChol,1200,15.157869,76.775902,114030,25.399927,2258523,.76272869,-.031705067
InKalch,1200,15.157869,76.775902,654834,25.399927,6757400,.76542932,-.027173007
InChaKl,1200,15.157869,76.775902,600000,25.399927,7500000,.56666666,.031457908
InHoysa,1200,15.157869,76.775902,100000,25.399927,864162,.55555558,.35821301
InChol,1100,15.157869,76.775902,154564,25.40078,1978763,.80072278,-.034692135
InChaKl,1100,15.157869,76.775902,600000,25.40078,7500000,.56666666,.045584083
InSeuna,1300,15.157869,76.775902,175523,25.40078,4725076,.11111111,-.069096088
InChol,1300,15.157869,76.775902,114931,25.40078,2168530,.77780497,-.03647453
InHoysa,1300,15.157869,76.775902,100000,25.40078,909260,.55555558,.35808694
InKampi,1300,15.157869,76.775902,10000,25.40078,182539,.44444445,.36380872
InDelh,1300,15.157869,76.775902,2800000,25.40078,12257855,1,.6364994
PkPostU,-1800,28.497017,68.229736,4281,25.420124,71726,.25555557,-.59431386
PkUrbn2,-1800,28.497017,68.229736,27812,25.420124,960838,.89999998,-.051972352
InSeuna,1400,15.157869,76.775902,149967,25.420301,5709801,.11111111,-.062965013
InMyso,1400,15.157869,76.775902,94164,25.420301,2247828,.74531603,-.028317489
InKampi,1400,15.157869,76.775902,10000,25.420301,270759,.44444445,.35465714
InHoysa,1400,15.157869,76.775902,100000,25.420301,1273332,.55555558,.36115709
InVijay,1400,15.157869,76.775902,350000,25.420301,25000000,.8888889,.48262602
InDelh,1400,15.157869,76.775902,2800000,25.420301,11828040,1,.6364994
InChol,1000,15.157869,76.775902,144711,25.426458,2124145,.77234972,-.039876454
InRasht,1000,15.157869,76.775902,600000,25.426458,5500000,.67777777,.000185581
InChaKl,1000,15.157869,76.775902,600000,25.426458,7000000,.56666666,.02963833
InMarat,1800,15.157869,76.775902,209692,25.427725,2324425,.85969001,-.086319096
InMysBI,1800,15.157869,76.775902,209692,25.427725,2324425,.85969001,-.086319096
InMyso,1800,15.157869,76.775902,209692,25.427725,2324425,.85969001,-.086319096
InNizam,1800,15.157869,76.775902,209692,25.427725,2324425,.85969001,-.086319096
InEInCo,1800,15.157869,76.775902,209692,25.427725,2324425,.85969001,.013561581
PkUrbn1,-2100,28.497017,68.229736,21959,25.439394,1029391,.89999998,-.047817267
InChutu,400,15.157869,76.775902,142567,25.504938,1863861,.7682327,-.037508883
InGng1,400,15.157869,76.775902,142567,25.504938,1863861,.7682327,-.037508883
InPallE,400,15.157869,76.775902,49014,25.504938,211552,.63896936,-.013787191
InKadam,400,15.157869,76.775902,50000,25.504938,650000,.56666666,.056292012
InVakat,400,15.157869,76.775902,900000,25.504938,6000000,.12222222,.1580517
InMarat,1900,15.157869,76.775902,213324,25.528654,2278463,.86877549,-.087139003
InMysBI,1900,15.157869,76.775902,213324,25.528654,2278463,.86877549,-.087139003
InNizam,1900,15.157869,76.775902,213324,25.528654,2278463,.86877549,-.087139003
InBritP,1900,15.157869,76.775902,213324,25.528654,2278463,.86877549,.011967283
InEInCo,1900,15.157869,76.775902,213324,25.528654,2278463,.86877549,.011967283
InMysBI,2000,15.157869,76.775902,212005,25.528654,2466151,.85275596,-.086022206
InNizam,2000,15.157869,76.775902,212005,25.528654,2466151,.85275596,-.086022206
InBritP,2000,15.157869,76.775902,212005,25.528654,2466151,.85275596,.014469005
PkProto,-1200,28.497017,68.229736,5696,25.553953,2581879,.77777779,-.36871481
InBija,1500,15.157869,76.775902,160588,25.555216,1958323,.80277038,-.035118978
InMyso,1500,15.157869,76.775902,160588,25.555216,1958323,.80277038,-.035118978
InVijay,1500,15.157869,76.775902,350000,25.555216,25000000,.8888889,.47519943
PkPostU,-1600,28.497017,68.229736,4053,25.556374,93175,.25555557,-.59626025
PkUrbn2,-1600,28.497017,68.229736,27728,25.556374,1149543,.89999998,-.057774663
InDecIA,-500,15.157869,76.775902,2115,25.563372,20000,.36666667,-.36949998
InKadam,-500,15.157869,76.775902,50000,25.563372,700000,.56666666,.054179661
PkPostU,-1700,28.497017,68.229736,4082,25.574045,83582,.25555557,-.5954228
PkUrbn2,-1700,28.497017,68.229736,27640,25.574045,1031184,.89999998,-.054112568
PkPostU,-1500,28.497017,68.229736,4076,25.596735,103474,.25555557,-.59707034
PkUrbn2,-1500,28.497017,68.229736,27858,25.596735,1276600,.89999998,-.061356034
PkPostU,-1300,28.497017,68.229736,4592,25.63596,130340,.25555557,-.5990442
PkProto,-1300,28.497017,68.229736,9357,25.63596,1975924,.77777779,-.39904562
PkUrbn2,-1300,28.497017,68.229736,31513,25.63596,1525954,.89999998,-.070774443
PkProto,-1000,28.497017,68.229736,5637,25.695887,2421287,.77777779,-.36781359
PkProto,-900,28.497017,68.229736,5590,25.718222,2318055,.77777779,-.36733732
PkProto,-1100,28.497017,68.229736,5672,25.763721,2499455,.77777779,-.36831295
PkProto,-600,28.497017,68.229736,5409,25.780441,2036764,.77777779,-.27177876
PkProto,-500,28.497017,68.229736,4854,25.813431,1683830,.77777779,-.27245539
PkProto,-700,28.497017,68.229736,5469,25.835976,2121493,.77777779,-.27184269
AfKushn,-100,28.497017,68.229736,497115,25.859652,12500000,.89999998,-.19514491
InMaury,-100,15.157869,76.775902,4000000,25.859652,100000000,1,-.15563031
AfGrBct,-100,28.497017,68.229736,2200000,25.859652,1500000,.89999998,.070106581
PkIndGr,-100,28.497017,68.229736,105226,25.859652,2653459,.77777779,.16659631
InMaury,-300,15.157869,76.775902,4000000,25.940674,100000000,1,-.15563031
PkProto,-800,28.497017,68.229736,5521,25.949785,2229602,.77777779,-.27198276
AfKushn,100,28.497017,68.229736,2000000,26.019516,12500000,.89999998,-.19514491
PkIndPr,100,28.497017,68.229736,725177,26.019516,11985290,.11111111,.18149185
AfKushn,0,28.497017,68.229736,594360,26.057711,12500000,.89999998,-.19514491
PkIndGr,0,28.497017,68.229736,105226,26.057711,2336328,.77777779,.16250733
PkIndPr,0,28.497017,68.229736,725177,26.057711,8628074,.11111111,.17445263
AfKushn,-200,28.497017,68.229736,527036,26.073893,14000000,.89999998,-.19514491
PreBrookeRaj,1700,.81237102,112.55709,931,26.172001,500,.011111111,.48243287
IdBrokE,1700,.81237102,112.55709,887,26.172001,500,.011111111,.6364994
InMaury,-200,15.157869,76.775902,4000000,26.207109,100000000,1,-.15563031
PreBrookeRaj,1800,.81237102,112.55709,929,26.213326,500,.011111111,.48244596
IdBrokE,1800,.81237102,112.55709,886,26.213326,500,.011111111,.6364994
PkSind1,900,28.497017,68.229736,140914,26.222292,1000000,.22222222,.6364994
YeZiyad,900,15.001445,43.791279,41028,26.23975,595717,.88381374,.6364994
YeZiyad,1000,15.001445,43.791279,35301,26.247383,631713,.85867941,.6364994
AfKushn,300,28.497017,68.229736,2000000,26.274321,12500000,.89999998,-.19514491
YeRasul,1300,15.001445,43.791279,332855,26.277763,889855,.77777779,.6364994
AfKushn,200,28.497017,68.229736,2000000,26.289658,12500000,.89999998,-.19514491
AfGhurd,1300,28.497017,68.229736,1600000,26.297874,4872101,.77777779,.6364994
PkSind1,1300,28.497017,68.229736,140914,26.297874,1000000,.22222222,.6364994
PkSind1,1000,28.497017,68.229736,140914,26.303535,1000000,.22222222,.6364994
AfGhurd,1100,28.497017,68.229736,44824,26.320271,223007,.66666669,.6364994
PkSind1,1100,28.497017,68.229736,140914,26.320271,1000000,.22222222,.6364994
AfKushn,400,28.497017,68.229736,2000000,26.330725,12500000,.89999998,-.19514491
AfGrBct,-200,28.497017,68.229736,600000,26.340326,1500000,.89999998,.047992803
YeQasmi,1800,15.001445,43.791279,572163,26.343723,516852,.33333334,.6364994
PreBrookeRaj,1900,.81237102,112.55709,1528,26.361176,500,.011111111,.47836596
BrookeRaj,1900,.81237102,112.55709,124450,26.361176,41471,.11111111,.56495827
IdBrokL,1900,.81237102,112.55709,124450,26.361176,8607,.11111111,.6364994
IdBrokE,1900,.81237102,112.55709,1471,26.361176,500,.011111111,.6364994
BrookeRaj,2000,.81237102,112.55709,124450,26.361176,439000,.11111111,.58584976
IdBrokL,2000,.81237102,112.55709,124450,26.361176,439000,.11111111,.6364994
YeWarLd,1200,15.001445,43.791279,808551,26.370703,585975,.44444445,.6364994
YeWarLd,1100,15.001445,43.791279,1028813,26.376268,460143,.44444445,.6364994
YeZiyad,1100,15.001445,43.791279,24841,26.376268,500821,.88629007,.6364994
YeHmyr2,500,15.001445,43.791279,250000,26.383307,300000,.77777779,.6364994
YeRasul,1500,15.001445,43.791279,372290,26.384108,991230,.77777779,.6364994
AfGhurd,1200,28.497017,68.229736,1600000,26.395943,4638586,.77777779,.6364994
PkSind1,1200,28.497017,68.229736,140914,26.395943,1000000,.22222222,.6364994
YeRasul,1400,15.001445,43.791279,368280,26.41469,914192,.77777779,.6364994
YeHmyr1,300,15.001445,43.791279,250000,26.415154,300000,.77777779,.49160254
InMugl,1600,15.157869,76.775902,209324,26.417974,1484642,.77777779,.6364994
AfGhurd,1600,28.497017,68.229736,1600000,26.417974,12324912,.77777779,.6364994
PkSind2,1600,28.497017,68.229736,140914,26.417974,2200000,.33333334,.6364994
YeQasmi,1700,15.001445,43.791279,617623,26.437588,474752,.33333334,.6364994
InMugl,1700,15.157869,76.775902,3200000,26.44393,110000000,.77777779,.6364994
AfGhurd,1700,28.497017,68.229736,1600000,26.44393,14677345,.77777779,.6364994
YeHmyr1,400,15.001445,43.791279,250000,26.45648,300000,.77777779,.49160254
YeHmyr2,400,15.001445,43.791279,250000,26.45648,300000,.77777779,.6364994
InMugl,1800,15.157869,76.775902,3200000,26.476236,110000000,.77777779,.6364994
AfDurrn,1800,28.497017,68.229736,1790000,26.476236,16675303,.34444445,.6364994
AfGhurd,1800,28.497017,68.229736,1600000,26.476236,13356534,.77777779,.6364994
YeHmyr2,600,15.001445,43.791279,250000,26.496197,300000,.77777779,.6364994
InDelh,1500,15.157869,76.775902,2800000,26.536583,13766584,1,.6364994
AfGhurd,1500,28.497017,68.229736,1600000,26.536583,7613790,.77777779,.6364994
PkSind2,1500,28.497017,68.229736,140914,26.536583,1000000,.33333334,.6364994
InMugl,1900,15.157869,76.775902,3200000,26.55526,110000000,.77777779,.6364994
AfDurrn,1900,28.497017,68.229736,489000,26.55526,9380555,.34444445,.6364994
AfGhurd,1900,28.497017,68.229736,1600000,26.55526,14565403,.77777779,.6364994
AfGhurd,2000,28.497017,68.229736,1600000,26.55526,18408383,.77777779,.6364994
AfGhurd,2100,28.497017,68.229736,1600000,26.55526,19591092,.77777779,.6364994
AfGhurd,1400,28.497017,68.229736,1600000,26.636618,7738478,.77777779,.6364994
PkSind1,1400,28.497017,68.229736,140914,26.636618,1000000,.22222222,.6364994
PkSind2,1400,28.497017,68.229736,140914,26.636618,1000000,.33333334,.6364994
PreAshanti,1600,5.3210092,-1.3289469,40012,26.67244,261298,.33333334,.44976139
GhAshnE,1600,5.3210092,-1.3289469,38810,26.67244,246212,.34444445,.6364994
PreAshanti,1700,5.3210092,-1.3289469,28615,26.688742,392463,.33333334,.44695571
Ashanti,1700,5.3210092,-1.3289469,555894,26.688742,377999,.33333334,.46983656
GhAshnE,1700,5.3210092,-1.3289469,28674,26.688742,361478,.34444445,.6364994
GhAshnL,1700,5.3210092,-1.3289469,398058,26.688742,424002,.44444445,.6364994
Ashanti,1800,5.3210092,-1.3289469,443939,26.700516,727279,.33333334,.46433586
GhAshnL,1800,5.3210092,-1.3289469,314148,26.700516,734955,.44444445,.6364994
OttomanYemen,1900,15.001445,43.791279,288295,26.722406,146560,.33333334,.26443562
YeQasmi,1900,15.001445,43.791279,451061,26.722406,534831,.33333334,.6364994
OttomanYemen,2000,15.001445,43.791279,192684,26.722406,169062,.33333334,.25269905
ModernYemen,2000,15.001445,43.791279,528076,26.722406,10000000,.66666669,.60345525
YeModrn,2000,15.001445,43.791279,528076,26.722406,10000000,.66666669,.6364994
PreAshanti,1500,5.3210092,-1.3289469,39435,26.877375,230706,.33333334,.45281163
GhAshnE,1500,5.3210092,-1.3289469,38250,26.877375,217386,.34444445,.6364994
Ashanti,1900,5.3210092,-1.3289469,259000,26.920675,3000000,.33333334,.45055804
GhAshnL,1900,5.3210092,-1.3289469,259000,26.920675,3000000,.44444445,.6364994
ThAyuth,1700,13.039086,104.4823,490948,27.713371,1321303,.77777779,-.15563031
ThAyuth,1600,13.039086,104.4823,302924,27.740383,1065905,.77777779,-.15563031
KhCambd,1600,13.039086,104.4823,279646,27.740383,750000,1,-.15563031
ThRattn,1800,13.039086,104.4823,513120,27.814402,1000000,.77777779,-.15563031
CoNahua,500,10.833829,-73.674248,4438,27.838022,30512,.46666667,-.044455972
CoNahua,600,10.833829,-73.674248,3674,27.8454,35336,.56666666,-.11990424
KhChenl,600,13.039086,104.4823,531000,27.855419,1376887,.89999998,-.20919476
KhFunaL,600,13.039086,104.4823,264200,27.855419,120000,.89999998,.16363589
KhFunaE,600,13.039086,104.4823,257034,27.855419,77317,1,.27818051
CoNahua,700,10.833829,-73.674248,4164,27.869923,37396,.56666666,-.11607931
CoNahua,800,10.833829,-73.674248,2685,27.870251,27697,.67777777,-.12273657
CoNahua,400,10.833829,-73.674248,4423,27.876572,28458,.46666667,-.043059852
IdCJBun,-200,-7.3124571,110.20135,725313,27.881023,114017,.11111111,.051971275
IdCJBun,-100,-7.3124571,110.20135,743495,27.894527,120806,.11111111,.05124487
CoTairo,900,10.833829,-73.674248,150,27.896906,1087,.8888889,-.39145744
CoNahua,900,10.833829,-73.674248,3947,27.896906,24492,.67777777,-.10257003
CoTairo,1600,10.833829,-73.674248,150,27.907703,7200,.8888889,-.42745107
IdCJBun,-400,-7.3124571,110.20135,721566,27.911566,102528,.11111111,.065286845
IdCJBun,0,-7.3124571,110.20135,758520,27.912493,130035,.11111111,.050075218
ThAyuth,1800,13.039086,104.4823,474748,27.915434,1211907,.77777779,-.15563031
KhChenl,700,13.039086,104.4823,531000,27.920261,762098,.89999998,-.21324004
KhFunaL,700,13.039086,104.4823,264200,27.920261,120000,.89999998,.16363589
IdKalin,600,-7.3124571,110.20135,94753,27.921232,34147,.33333334,.21098332
CoNahua,300,10.833829,-73.674248,4361,27.926651,27645,.46666667,-.043091472
IdMatrm,1700,-7.3124571,110.20135,90000,27.927706,3000000,.8888889,.6364994
KhFunaE,500,13.039086,104.4823,257034,27.928787,66233,1,.2783516
IdCJBun,500,-7.3124571,110.20135,873349,27.933514,167944,.11111111,.046016484
IdKalin,500,-7.3124571,110.20135,100052,27.933514,31043,.33333334,.2098642
CoTairo,1500,10.833829,-73.674248,150,27.9338,7200,.8888889,-.42745107
IdCJBun,-300,-7.3124571,110.20135,727495,27.933842,107792,.11111111,.051370796
IdCJBun,300,-7.3124571,110.20135,787595,27.935205,157474,.11111111,.050324433
IdCJBun,100,-7.3124571,110.20135,762664,27.938513,138908,.11111111,.050441667
IdMajap,1600,-7.3124571,110.20135,500000,27.94079,5000000,1,.26136005
IdDemak,1600,-7.3124571,110.20135,91602,27.94079,1567873,.11111111,.6364994
IdMatrm,1600,-7.3124571,110.20135,90000,27.94079,3000000,.8888889,.6364994
KhFunaE,400,13.039086,104.4823,257034,27.947287,63522,1,.27840021
KhChenl,800,13.039086,104.4823,531000,27.947977,955600,.89999998,-.21149802
KhAngkE,800,13.039086,104.4823,916847,27.947977,2295104,1,-.080576815
IdMedng,1000,-7.3124571,110.20135,100000,27.954988,250000,.77777779,.1350058
IdKalin,800,-7.3124571,110.20135,54235,27.956474,53645,.33333334,-.035846204
IdMedng,800,-7.3124571,110.20135,100000,27.956474,250000,.77777779,.1532425
CoTairo,1000,10.833829,-73.674248,150,27.956633,1087,.8888889,-.38635069
CoNahua,1000,10.833829,-73.674248,3887,27.956633,27754,.67777777,-.10108697
