Basepolity,Period_start,Latitude,Longitude,Polity_territory,Temperature,Polity_population,CC_Infra,Kinship1
CnNWei,600,34.726803,113.45479,1773000,17.847822,32000000,0.77777779,-0.31608137
CnSui,600,34.726803,113.45479,3000000,17.847822,46000000,0.78888887,-0.31608137
CnTangE,700,34.726803,113.45479,5067000,17.915318,37000000,0.89999998,-0.31608137
CnSui,700,34.726803,113.45479,3000000,17.915318,46000000,0.78888887,-0.31608137
CnTangE,800,34.726803,113.45479,4100000,17.964708,52800000,0.89999998,-0.31608137
CnTangL,800,34.726803,113.45479,3243000,17.964708,40000000,0.89999998,-0.31608137
CnTangL,900,34.726803,113.45479,1500000,18.008345,60000000,0.89999998,-0.31608137
Cn5Dyna,1000,34.726803,113.45479,538501,17.983204,612557,0.8888889,-0.31608137
CnTangL,1000,34.726803,113.45479,1500000,17.983204,60000000,0.89999998,-0.31608137
CnNSong,1000,34.726803,113.45479,3033000,17.983204,60000000,1,-0.31608137
CnNSong,1100,34.726803,113.45479,2367000,17.976633,60000000,1,-0.31608137
CnLrJin,1200,34.726803,113.45479,3600000,17.9863,45000000,0.77777779,-0.31608137
CnNSong,1200,34.726803,113.45479,2367000,17.9863,60000000,1,-0.31608137
CnYuan,1300,34.726803,113.45479,24000000,17.941271,60491000,0.8888889,-0.31608137
CnLrJin,1300,34.726803,113.45479,3600000,17.941271,45000000,0.77777779,-0.31608137
CnYuan,1400,34.726803,113.45479,24000000,18.144527,60491000,0.8888889,-0.31608137
CnMing,1400,34.726803,113.45479,3900000,18.144527,60545800,1,-0.31608137
CnMing,1500,34.726803,113.45479,3900000,18.204288,50908700,1,-0.31608137
CnMing,1600,34.726803,113.45479,3655000,17.891663,90000000,1,-0.31608137
CnQingE,1700,34.726803,113.45479,13100000,17.730947,100000000,0.89999998,-0.31608137
CnMing,1700,34.726803,113.45479,3655000,17.730947,90000000,1,-0.31608137
CnQingE,1800,34.726803,113.45479,13100000,17.757547,100000000,0.89999998,-0.31608137
CnQingL,1800,34.726803,113.45479,11300000,17.757547,295000000,0.89999998,-0.31608137
CnQingL,1900,34.726803,113.45479,11300000,17.89432,334000000,0.89999998,-0.31608137
CnQingL,2000,34.726803,113.45479,11300000,17.89432,334000000,0.89999998,-0.31608137
MrWagdL,1100,15.139268,-4.2693291,350000,28.381744,1000000,0.68888891,0.54130274
MaAlmor,1100,15.139268,-4.2693291,4000000,28.381744,6000000,0.77777779,0.54130274
MrWagdL,1200,15.139268,-4.2693291,350000,28.477047,1000000,0.68888891,0.54130274
MaAlmor,1200,15.139268,-4.2693291,4000000,28.477047,6000000,0.77777779,0.54130274
MrWagdL,1300,15.139268,-4.2693291,350000,28.31208,1000000,0.68888891,0.54130274
MlMali,1400,15.139268,-4.2693291,1700000,28.43218,4000000,0.68888891,0.54130274
MlTmbk1,1500,15.139268,-4.2693291,9836,28.375824,571697,0.11111111,0.54130274
MlMali,1500,15.139268,-4.2693291,1700000,28.375824,4000000,0.68888891,0.54130274
MlSong2,1500,15.139268,-4.2693291,600000,28.375824,4000000,0.77777779,0.54130274
MlTmbk2,1600,15.139268,-4.2693291,54776,28.215973,1003269,0.33333334,0.54130274
MlSong2,1600,15.139268,-4.2693291,600000,28.215973,4000000,0.77777779,0.54130274
MaSaadi,1600,15.139268,-4.2693291,476000,28.215973,2000000,0.77777779,0.54130274
MlTmbk2,1700,15.139268,-4.2693291,40595,28.255688,822383,0.33333334,0.54130274
MlTmbk3,1700,15.139268,-4.2693291,39518,28.255688,1303211,0.22222222,0.54130274
MaSaadi,1700,15.139268,-4.2693291,447000,28.255688,2000000,0.77777779,0.54130274
MlTmbk3,1800,15.139268,-4.2693291,41368,28.255266,1054600,0.22222222,0.54130274
MlTmbk4,1800,15.139268,-4.2693291,28649,28.255266,1195691,0.22222222,0.54130274
MlBaman,1800,15.139268,-4.2693291,350000,28.255266,3000000,0.44444445,0.54130274
MlToucl,1900,15.139268,-4.2693291,96251,28.5012,2286120,0.11111111,0.54130274
MlTmbk4,1900,15.139268,-4.2693291,20162,28.5012,1128891,0.22222222,0.54130274
MlBaman,1900,15.139268,-4.2693291,350000,28.5012,3000000,0.44444445,0.54130274
CoTairo,900,10.833829,-73.674248,150,27.896906,1087,0.8888889,-0.49043515
CoTairo,1000,10.833829,-73.674248,150,27.956633,1087,0.8888889,-0.48780423
CoTairo,1100,10.833829,-73.674248,150,28.000492,1087,0.8888889,-0.48780423
CoTairo,1200,10.833829,-73.674248,150,28.026842,1087,0.8888889,-0.48945174
CoTairo,1300,10.833829,-73.674248,150,27.959059,1087,0.8888889,-0.48945174
CoTairo,1400,10.833829,-73.674248,150,27.969128,7200,0.8888889,-0.50886559
CoTairo,1500,10.833829,-73.674248,150,27.9338,7200,0.8888889,-0.50886559
CoTairo,1600,10.833829,-73.674248,150,27.907703,7200,0.8888889,-0.50886559
MnRourn,500,48.292339,105.10885,4000000,1.1820267,500000,0.14444445,-0.31608137
MnETurk,600,48.292339,105.10885,4500000,1.0641942,400000,0.16666667,-0.31608137
MnRourn,600,48.292339,105.10885,4000000,1.0641942,500000,0.14444445,-0.31608137
MnETurk,700,48.292339,105.10885,4500000,1.0558966,400000,0.16666667,-0.31608137
MnTurk2,700,48.292339,105.10885,3000000,1.0558966,400000,0.25555557,-0.31608137
MnTurk2,800,48.292339,105.10885,3000000,1.1366793,400000,0.25555557,-0.31608137
MnUigur,800,48.292339,105.10885,2000000,1.1366793,400000,0.58888888,0.54130274
MnUigur,900,48.292339,105.10885,2000000,1.194852,400000,0.58888888,0.54130274
MnKhitn,1000,48.292339,105.10885,2000000,1.158191,3800000,0.47777778,-0.31608137
MnKhitn,1100,48.292339,105.10885,2000000,1.2390093,3800000,0.47777778,-0.31608137
MnKhitn,1200,48.292339,105.10885,2000000,1.146894,3800000,0.47777778,-0.31608137
MnMongL,1600,34.726803,113.45479,2500000,1.3792973,30000,0.23333333,-0.31608137
MnMongL,1700,34.726803,113.45479,2500000,1.2520689,30000,0.23333333,-0.31608137
MnZungh,1700,48.292339,105.10885,170000,1.2520689,600000,0.67777777,-0.31608137
MnZungh,1800,48.292339,105.10885,170000,1.2126049,600000,0.67777777,-0.31608137
PgOrokE,1800,-9.1303329,148.35527,3183,1.2126049,9684,0.11111111,-0.55105382
PgOrokL,1900,-9.1303329,148.35527,22800,1.6019658,9000,0.44444445,-0.69403964
PgOrokE,1900,-9.1303329,148.35527,2721,1.6019658,8265,0.11111111,-0.55068099
PgOrokL,2000,-9.1303329,148.35527,22800,1.6019658,9000,0.44444445,-0.69435662
FrTeneC,-100,48.817627,2.3293121,15000,9.9816914,70000,0.68888891,-0.043721706
FrTeneC,0,48.817627,2.3293121,15000,10.103063,70000,0.68888891,-0.043721706
FrMervE,500,48.817627,2.3293121,200000,10.04168,1250000,1,-0.41134626
FrMervE,600,48.817627,2.3293121,200000,10.233641,1250000,1,-0.41134626
FrMervM,600,48.817627,2.3293121,230000,10.233641,800000,1,-0.41134626
FrMervM,700,48.817627,2.3293121,230000,10.427763,800000,1,-0.41134626
FrMervL,700,48.817627,2.3293121,250000,10.427763,800000,1,-0.41134626
FrCarlE,800,48.817627,2.3293121,1100000,10.250106,2143261,0.78888887,-0.41134626
FrMervL,800,48.817627,2.3293121,250000,10.250106,800000,1,-0.41134626
FrCarlE,900,48.817627,2.3293121,1100000,10.199064,20000000,0.78888887,-0.41134626
FrCarlL,900,48.817627,2.3293121,800000,10.199064,4000000,0.8888889,-0.41134626
FrCarlL,1000,48.817627,2.3293121,675000,10.325988,4000000,0.8888889,-0.41134626
FrCaptE,1000,48.817627,2.3293121,12000,10.325988,500000,0.77777779,-0.41134626
FrCaptE,1100,48.817627,2.3293121,12000,10.301983,500000,0.77777779,-0.41134626
FrCaptE,1200,48.817627,2.3293121,12000,10.131178,500000,0.77777779,-0.41134626
FrCaptL,1200,48.817627,2.3293121,80000,10.131178,4000000,0.8888889,-0.41134626
FrValoE,1300,48.817627,2.3293121,244984,10.080798,3482186,0.8888889,-0.41134626
FrCaptL,1300,48.817627,2.3293121,350000,10.080798,17000000,0.8888889,-0.41134626
FrValoE,1400,48.817627,2.3293121,390000,10.384397,9000000,0.8888889,-0.41134626
FrCaptL,1400,48.817627,2.3293121,350000,10.384397,17000000,0.8888889,-0.41134626
FrValoE,1500,48.817627,2.3293121,340000,10.488427,9500000,0.8888889,-0.41134626
FrValoL,1500,48.817627,2.3293121,400000,10.488427,16000000,0.8888889,-0.41134626
FrValoL,1600,48.817627,2.3293121,400000,10.416581,20000000,0.8888889,-0.41134626
FrBurbE,1600,48.817627,2.3293121,931000,10.416581,18500000,1,-0.41134626
FrBurbL,1700,38.645241,-90.065231,2000000,10.048531,21800000,1,-0.41134626
FrBurbE,1700,48.817627,2.3293121,2600000,10.048531,21000000,1,-0.41134626
FrBurbL,1800,38.645241,-90.065231,2000000,10.222757,25300000,1,-0.41134626
CahokiaExtra,1800,38.645241,-90.065231,287866,10.222757,2013716,0.8813926,-0.41134626
AfTochr,-100,39.874771,65.378059,10000,9.726265,100000,0.56666666,-0.42737904
AfTochr,0,39.874771,65.378059,10000,9.8215094,100000,0.56666666,-0.42737904
AfTochr,100,39.874771,65.378059,10000,10.049986,100000,0.56666666,-0.42737904
AfKidar,400,39.874771,65.378059,250000,10.231376,1000000,0.67777777,-0.42737904
AfHepht,500,28.497017,68.229736,2750000,10.026146,26500000,0.66666669,-0.42737904
AfKidar,500,39.874771,65.378059,850000,10.026146,1000000,0.67777777,-0.42737904
AfHepht,600,28.497017,68.229736,2750000,9.8726301,26500000,0.66666669,-0.42737904
KgWTurk,600,39.874771,65.378059,2800000,9.8726301,1500000,0.56666666,-0.31608137
AfHepht,700,28.497017,68.229736,2750000,10.182359,26500000,0.66666669,-0.42737904
UzSogdi,700,39.874771,65.378059,10000,10.182359,15000,0.80000001,-0.42737904
KgWTurk,700,39.874771,65.378059,2800000,10.182359,1500000,0.56666666,-0.31608137
UzSogdi,800,39.874771,65.378059,10000,9.9751759,15000,0.80000001,-0.42737904
UzSamnd,900,39.874771,65.378059,600000,9.9528332,6000000,1,0.54130274
KgKarKh,1000,39.874771,65.378059,2000000,9.9322414,2500000,0.8888889,0.54130274
UzSamnd,1000,39.874771,65.378059,2500000,9.9322414,6000000,1,0.54130274
KgKarKh,1100,39.874771,65.378059,2000000,9.9779806,2500000,0.8888889,0.54130274
KgKarKh,1200,39.874771,65.378059,1300000,10.087676,2000000,0.8888889,0.54130274
KgKarKh,1300,39.874771,65.378059,1300000,9.8976793,2000000,0.8888889,0.54130274
UzJanid,1600,39.874771,65.378059,150000,10.350788,500000,0.66666669,0.54130274
UzJanid,1700,39.874771,65.378059,150000,10.169086,600000,0.66666669,0.54130274
UzJanid,1800,39.874771,65.378059,150000,10.232177,600000,0.66666669,0.54130274
IqAkkad,-2200,31.361706,48.732086,185385,24.502392,362998,0.77777779,0.090018719
IqAkkad,-2100,31.361706,48.732086,132678,24.37252,369771,0.77777779,0.088862561
IqAkkad,-2000,31.361706,48.732086,126323,24.755636,391086,0.77777779,0.088355049
IrSeleu,-300,38.287216,33.17897,3600000,24.602709,30000000,1,-0.21867621
IrSeleu,-200,38.287216,33.17897,2300000,24.426178,30000000,1,-0.23008713
IrSeleu,-100,38.287216,33.17897,425000,24.441423,30000000,1,-0.25926182
IrSeleu,0,38.287216,33.17897,425000,24.538301,30000000,1,-0.25926182
IrSasn1,300,28.497017,68.229736,2600000,24.798208,5000000,1,-0.31608137
IrSasn1,400,28.497017,68.229736,3100000,24.892038,5000000,1,-0.31608137
IrSasn2,500,28.497017,68.229736,3450000,24.624269,8900000,0.8888889,-0.31608137
IrSasn1,500,28.497017,68.229736,3100000,24.624269,5000000,1,-0.31608137
IrSasn2,600,28.497017,68.229736,2600000,24.573629,12700000,0.8888889,-0.31608137
IrSasn2,700,28.497017,68.229736,2600000,24.782984,22100000,0.8888889,-0.31608137
IqAbbs1,800,28.497017,68.229736,8300000,24.585806,23000000,1,0.54130274
IqAbbs1,900,28.497017,68.229736,1000000,24.52689,9000000,1,0.54130274
IqAbbs1,1000,28.497017,68.229736,1000000,24.544054,9000000,1,0.54130274
IrBuyid,1000,31.361706,48.732086,900000,24.544054,4500000,0.8888889,0.54130274
IrSeljq,1100,38.287216,33.17897,4000000,24.440847,12100000,1,0.54130274
IrBuyid,1100,31.361706,48.732086,900000,24.440847,4500000,0.8888889,0.54130274
IrSeljq,1200,38.287216,33.17897,4000000,24.671867,12100000,1,0.54130274
IqAbbs2,1200,31.361706,48.732086,750000,24.671867,3900000,0.8888889,0.54130274
IrIlkhn,1300,38.287216,33.17897,3800000,24.449686,5250000,1,0.54130274
IqAbbs2,1300,31.361706,48.732086,750000,24.449686,3900000,0.8888889,0.54130274
IrIlkhn,1400,38.287216,33.17897,3800000,24.689095,5250000,1,0.54130274
UzTimur,1400,39.874771,65.378059,5500000,24.689095,49000000,1,0.54130274
IrAkKoy,1400,31.361706,48.732086,1279952,24.689095,6954895,0.8888889,0.54130274
UzTimur,1500,39.874771,65.378059,5500000,24.696302,49000000,1,0.54130274
IrSafvd,1500,31.361706,48.732086,2700000,24.696302,9000000,1,0.54130274
IrAkKoy,1500,31.361706,48.732086,1800000,24.696302,32323670,0.8888889,0.54130274
UzTimur,1600,39.874771,65.378059,5500000,24.637285,49000000,1,0.54130274
IrSafvd,1600,31.361706,48.732086,2700000,24.637285,9000000,1,0.54130274
IrSafvd,1700,31.361706,48.732086,2700000,24.506184,9000000,1,0.54130274
IrQajar,1800,31.361706,48.732086,146813,24.565657,1984212,0.81265783,0.54130274
IrSafvd,1800,31.361706,48.732086,2700000,24.62513,9000000,1,0.54130274
IrQajar,1900,31.361706,48.732086,216479,24.838337,2460225,0.85664082,0.54130274
IrQajar,2000,31.361706,48.732086,214136,24.838337,2490251,0.8532508,0.54130274
EgDyn2,-2900,25.61833,32.210075,100000,23.037212,1100000,0.77777779,-0.31580234
EgDyn2,-2800,25.61833,32.210075,267000,23.101669,1100000,0.77777779,-0.33609852
EgDyn2,-2700,25.61833,32.210075,300000,23.220808,1100000,0.77777779,-0.3387692
EgDyn2,-2600,25.61833,32.210075,300000,23.094261,1100000,0.77777779,-0.3387692
EgOldK1,-2600,25.61833,32.210075,250000,23.094261,1000000,0.8888889,-0.30638841
EgOldK1,-2500,25.61833,32.210075,250000,22.908995,1000000,0.8888889,-0.30638841
EgOldK1,-2400,25.61833,32.210075,250000,22.955158,1000000,0.8888889,-0.30638841
EgOldK1,-2300,25.61833,32.210075,250000,23.022175,1000000,0.8888889,-0.30638841
EgOldK2,-2300,25.61833,32.210075,100000,23.022175,1500000,0.8888889,-0.14561731
EgOldK2,-2200,25.61833,32.210075,100000,22.998652,1500000,0.8888889,-0.14561731
EgOldK2,-2100,25.61833,32.210075,100000,22.768908,1500000,0.8888889,-0.14561731
EgRegns,-2100,25.61833,32.210075,20000,22.768908,108817,0.8888889,0.007981096
EgMidKg,-2000,25.61833,32.210075,238000,23.003618,1500000,0.8888889,-0.32176885
EgRegns,-2000,25.61833,32.210075,20000,23.003618,109930,0.8888889,0.007995531
EgMidKg,-1900,25.61833,32.210075,413000,22.932749,1500000,0.8888889,-0.32465068
EgMidKg,-1800,25.61833,32.210075,450000,23.066874,1500000,0.8888889,-0.32526392
EgMidKg,-1700,25.61833,32.210075,450000,23.077351,1500000,0.8888889,-0.32526392
EgThebH,-1700,25.61833,32.210075,10000,23.077351,395101,0.80000001,-0.068493716
EgThebH,-1600,25.61833,32.210075,10000,23.104872,349799,0.80000001,-0.067654639
EgNKThu,-1500,25.61833,32.210075,650000,23.036272,4500000,0.8888889,-0.1101584
EgThebH,-1500,25.61833,32.210075,10000,23.036272,335464,0.80000001,-0.067386262
EgNKRam,-1400,25.61833,32.210075,528146,22.966677,2000000,0.8888889,-0.16662976
EgNKThu,-1400,25.61833,32.210075,900000,22.966677,4500000,0.8888889,-0.12015364
EgNKRam,-1300,25.61833,32.210075,484739,23.054022,2000000,0.8888889,-0.1647578
EgNKThu,-1300,25.61833,32.210075,1000000,23.054022,4500000,0.8888889,-0.12292378
EgNKRam,-1200,25.61833,32.210075,746000,22.967768,2000000,0.8888889,-0.17585346
EgNKThu,-1200,25.61833,32.210075,1000000,22.967768,4500000,0.8888889,-0.12292378
EgNKRam,-1100,25.61833,32.210075,567000,23.253719,2000000,0.8888889,-0.16835859
EgNKRam,-1000,25.61833,32.210075,567000,23.199434,2000000,0.8888889,-0.16835859
EgThebL,-1000,25.61833,32.210075,190000,23.199434,1591688,0.8888889,-0.16568618
EgThebL,-900,25.61833,32.210075,190000,22.996454,2005284,0.8888889,-0.16874565
EgThebL,-800,25.61833,32.210075,190000,23.134132,1913896,0.8888889,-0.16828369
SdKusht,-700,25.61833,32.210075,600000,23.034193,2500000,0.89999998,-0.3387492
EgThebL,-700,25.61833,32.210075,190000,23.034193,1325295,0.8888889,-0.16456561
SdKusht,-600,25.61833,32.210075,600000,22.961296,2500000,0.89999998,-0.3387492
EgSaite,-600,25.61833,32.210075,300000,22.961296,1800000,0.8888889,-0.035746217
EgSaite,-500,25.61833,32.210075,300000,23.066196,1800000,0.8888889,-0.002796623
EgIntOc,-400,25.61833,32.210075,500000,22.978352,2500000,1,0.012636258
EgIntOc,-300,25.61833,32.210075,500000,23.004684,2500000,1,0.012636258
EgPtol1,-300,25.61833,32.210075,1000000,23.004684,7000000,1,0.49218923
EgPtol2,-200,25.61833,32.210075,833000,22.891392,4000000,1,0.46684796
EgPtol1,-200,25.61833,32.210075,1000000,22.891392,7000000,1,0.49218923
EgPtol2,-100,25.61833,32.210075,373000,22.89505,2500000,1,0.42554355
EgPtol2,0,25.61833,32.210075,107000,23.023848,2500000,1,0.3853243
SyCalUm,700,28.497017,68.229736,9000000,23.236118,23000000,1,0.54130274
SyCalUm,800,28.497017,68.229736,9000000,23.068592,23000000,1,0.54130274
EgTulIk,900,25.61833,32.210075,800000,23.009495,6500000,1,0.54130274
TnFatim,1000,25.61833,32.210075,1400000,23.057285,13000000,1,0.54130274
EgTulIk,1000,25.61833,32.210075,800000,23.057285,6500000,1,0.54130274
TnFatim,1100,25.61833,32.210075,631000,23.036467,3500000,1,0.54130274
EgAyyub,1200,25.61833,32.210075,1500000,23.163109,9000000,1,0.54130274
TnFatim,1200,25.61833,32.210075,631000,23.163109,3500000,1,0.54130274
EgAyyub,1300,25.61833,32.210075,1500000,22.844814,9000000,1,0.54130274
EgMamBh,1300,25.61833,32.210075,2100000,22.844814,6000000,0.8888889,0.54130274
EgMamCP,1400,25.61833,32.210075,2100000,23.285152,4800000,0.8888889,0.54130274
EgMamBh,1400,25.61833,32.210075,2100000,23.285152,6000000,0.8888889,0.54130274
EgMamBu,1500,25.61833,32.210075,2100000,23.198689,6000000,0.8888889,0.54130274
EgMamCP,1500,25.61833,32.210075,2100000,23.198689,4800000,0.8888889,0.54130274
EgMamBu,1600,25.61833,32.210075,2100000,23.113411,6000000,0.8888889,0.54130274
YeHmyr2,400,15.001445,43.791279,250000,26.45648,300000,0.77777779,0.54130274
YeHmyr2,500,15.001445,43.791279,250000,26.383307,300000,0.77777779,0.54130274
YeHmyr2,600,15.001445,43.791279,250000,26.496197,300000,0.77777779,0.54130274
YeZiyad,900,15.001445,43.791279,41028,26.23975,595717,0.88381374,0.54130274
YeZiyad,1000,15.001445,43.791279,35301,26.247383,631713,0.85867941,0.54130274
YeWarLd,1100,15.001445,43.791279,1028813,26.376268,460143,0.44444445,0.54130274
YeZiyad,1100,15.001445,43.791279,24841,26.376268,500821,0.88629007,0.54130274
YeWarLd,1200,15.001445,43.791279,808551,26.370703,585975,0.44444445,0.54130274
YeRasul,1300,15.001445,43.791279,332855,26.277763,889855,0.77777779,0.54130274
YeRasul,1400,15.001445,43.791279,368280,26.41469,914192,0.77777779,0.54130274
YeRasul,1500,15.001445,43.791279,372290,26.384108,991230,0.77777779,0.54130274
YeQasmi,1700,15.001445,43.791279,617623,26.437588,474752,0.33333334,0.54130274
YeQasmi,1800,15.001445,43.791279,572163,26.343723,516852,0.33333334,0.54130274
YeQasmi,1900,15.001445,43.791279,451061,26.722406,534831,0.33333334,0.54130274
YeModrn,2000,15.001445,43.791279,528076,26.722406,10000000,0.66666669,0.54130274
