Basepolity,Period_start,Latitude,Longitude,Polity_territory,Temperature,Polity_population,CC_Infra,Kinship1
FrBurbL,1800,38.645241,-90.065231,2000000,10.222757,25300000,1,-0.42914933
CahokiaExtra,1800,38.645241,-90.065231,287866,10.222757,2013716,0.8813926,-0.42914933
AfTochr,-100,39.874771,65.378059,10000,9.726265,100000,0.56666666,-0.43358633
AfTochr,0,39.874771,65.378059,10000,9.8215094,100000,0.56666666,-0.43358633
AfTochr,100,39.874771,65.378059,10000,10.049986,100000,0.56666666,-0.43358633
AfKidar,400,39.874771,65.378059,250000,10.231376,1000000,0.67777777,-0.43358633
AfHepht,500,28.497017,68.229736,2750000,10.026146,26500000,0.66666669,-0.43358633
AfKidar,500,39.874771,65.378059,850000,10.026146,1000000,0.67777777,-0.43358633
AfHepht,600,28.497017,68.229736,2750000,9.8726301,26500000,0.66666669,-0.43358633
KgWTurk,600,39.874771,65.378059,2800000,9.8726301,1500000,0.56666666,-0.33310616
AfHepht,700,28.497017,68.229736,2750000,10.182359,26500000,0.66666669,-0.43358633
UzSogdi,700,39.874771,65.378059,10000,10.182359,15000,0.80000001,-0.43358633
KgWTurk,700,39.874771,65.378059,2800000,10.182359,1500000,0.56666666,-0.33310616
UzSogdi,800,39.874771,65.378059,10000,9.9751759,15000,0.80000001,-0.43358633
UzSamnd,900,39.874771,65.378059,600000,9.9528332,6000000,1,0.53128248
KgKarKh,1000,39.874771,65.378059,2000000,9.9322414,2500000,0.8888889,0.53128248
UzSamnd,1000,39.874771,65.378059,2500000,9.9322414,6000000,1,0.53128248
KgKarKh,1100,39.874771,65.378059,2000000,9.9779806,2500000,0.8888889,0.53128248
KgKarKh,1200,39.874771,65.378059,1300000,10.087676,2000000,0.8888889,0.53128248
KgKarKh,1300,39.874771,65.378059,1300000,9.8976793,2000000,0.8888889,0.53128248
UzJanid,1600,39.874771,65.378059,150000,10.350788,500000,0.66666669,0.53128248
UzJanid,1700,39.874771,65.378059,150000,10.169086,600000,0.66666669,0.53128248
UzJanid,1800,39.874771,65.378059,150000,10.232177,600000,0.66666669,0.53128248
IrSeleu,-300,38.287216,33.17897,3600000,24.602709,30000000,1,-0.21145171
IrSeleu,-200,38.287216,33.17897,2300000,24.426178,30000000,1,-0.22295585
IrSeleu,-100,38.287216,33.17897,425000,24.441423,30000000,1,-0.2523689
IrSeleu,0,38.287216,33.17897,425000,24.538301,30000000,1,-0.2523689
IrSasn1,300,28.497017,68.229736,2600000,24.798208,5000000,1,-0.33310616
IrSasn1,400,28.497017,68.229736,3100000,24.892038,5000000,1,-0.33310616
IrSasn2,500,28.497017,68.229736,3450000,24.624269,8900000,0.8888889,-0.33310616
IrSasn1,500,28.497017,68.229736,3100000,24.624269,5000000,1,-0.33310616
IrSasn2,600,28.497017,68.229736,2600000,24.573629,12700000,0.8888889,-0.33310616
IrSasn2,700,28.497017,68.229736,2600000,24.782984,22100000,0.8888889,-0.33310616
IqAbbs1,800,28.497017,68.229736,8300000,24.585806,23000000,1,0.53128248
IqAbbs1,900,28.497017,68.229736,1000000,24.52689,9000000,1,0.53128248
IqAbbs1,1000,28.497017,68.229736,1000000,24.544054,9000000,1,0.53128248
IrBuyid,1000,31.361706,48.732086,900000,24.544054,4500000,0.8888889,0.53128248
IrSeljq,1100,38.287216,33.17897,4000000,24.440847,12100000,1,0.53128248
IrBuyid,1100,31.361706,48.732086,900000,24.440847,4500000,0.8888889,0.53128248
IrSeljq,1200,38.287216,33.17897,4000000,24.671867,12100000,1,0.53128248
IqAbbs2,1200,31.361706,48.732086,750000,24.671867,3900000,0.8888889,0.53128248
IrIlkhn,1300,38.287216,33.17897,3800000,24.449686,5250000,1,0.53128248
IqAbbs2,1300,31.361706,48.732086,750000,24.449686,3900000,0.8888889,0.53128248
IrIlkhn,1400,38.287216,33.17897,3800000,24.689095,5250000,1,0.53128248
UzTimur,1400,39.874771,65.378059,5500000,24.689095,49000000,1,0.53128248
IrAkKoy,1400,31.361706,48.732086,1279952,24.689095,6954895,0.8888889,0.53128248
UzTimur,1500,39.874771,65.378059,5500000,24.696302,49000000,1,0.53128248
IrSafvd,1500,31.361706,48.732086,2700000,24.696302,9000000,1,0.53128248
IrAkKoy,1500,31.361706,48.732086,1800000,24.696302,32323670,0.8888889,0.53128248
UzTimur,1600,39.874771,65.378059,5500000,24.637285,49000000,1,0.53128248
IrSafvd,1600,31.361706,48.732086,2700000,24.637285,9000000,1,0.53128248
IrSafvd,1700,31.361706,48.732086,2700000,24.506184,9000000,1,0.53128248
IrQajar,1800,31.361706,48.732086,146813,24.565657,1984212,0.81265783,0.53128248
IrSafvd,1800,31.361706,48.732086,2700000,24.565657,9000000,1,0.53128248
IrQajar,1900,31.361706,48.732086,216479,24.838337,2460225,0.85664082,0.53128248
IrQajar,2000,31.361706,48.732086,214136,24.838337,2490251,0.8532508,0.53128248
EgNKThu,-1500,25.61833,32.210075,650000,23.036272,4500000,0.8888889,-0.12550086
EgNKRam,-1400,25.61833,32.210075,528146,22.966677,2000000,0.8888889,-0.18243356
EgNKThu,-1400,25.61833,32.210075,900000,22.966677,4500000,0.8888889,-0.13557775
EgNKRam,-1300,25.61833,32.210075,484739,23.054022,2000000,0.8888889,-0.18054633
EgNKThu,-1300,25.61833,32.210075,1000000,23.054022,4500000,0.8888889,-0.13837053
EgNKRam,-1200,25.61833,32.210075,746000,22.967768,2000000,0.8888889,-0.19173263
EgNKThu,-1200,25.61833,32.210075,1000000,22.967768,4500000,0.8888889,-0.13837053
EgNKRam,-1100,25.61833,32.210075,567000,23.253719,2000000,0.8888889,-0.18417653
EgNKRam,-1000,25.61833,32.210075,567000,23.199434,2000000,0.8888889,-0.18417653
EgThebL,-1000,25.61833,32.210075,190000,23.199434,1591688,0.8888889,-0.18148227
EgThebL,-900,25.61833,32.210075,190000,22.996454,2005284,0.8888889,-0.18456675
EgThebL,-800,25.61833,32.210075,190000,23.134132,1913896,0.8888889,-0.184101
SdKusht,-700,25.61833,32.210075,600000,23.034193,2500000,0.89999998,-0.35595918
EgThebL,-700,25.61833,32.210075,190000,23.034193,1325295,0.8888889,-0.18035255
SdKusht,-600,25.61833,32.210075,600000,22.961296,2500000,0.89999998,-0.35595918
EgSaite,-600,25.61833,32.210075,300000,22.961296,1800000,0.8888889,-0.050480749
EgSaite,-500,25.61833,32.210075,300000,23.066196,1800000,0.8888889,-0.017261967
EgIntOc,-400,25.61833,32.210075,500000,22.978352,2500000,1,-0.001703004
EgIntOc,-300,25.61833,32.210075,500000,23.004684,2500000,1,-0.001703004
EgPtol1,-300,25.61833,32.210075,1000000,23.004684,7000000,1,0.48176777
EgPtol2,-200,25.61833,32.210075,833000,22.891392,4000000,1,0.45621946
EgPtol1,-200,25.61833,32.210075,1000000,22.891392,7000000,1,0.48176777
EgPtol2,-100,25.61833,32.210075,373000,22.89505,2500000,1,0.41457763
EgPtol2,0,25.61833,32.210075,107000,23.023848,2500000,1,0.37402979
SyCalUm,700,28.497017,68.229736,9000000,23.236118,23000000,1,0.53128248
SyCalUm,800,28.497017,68.229736,9000000,23.068592,23000000,1,0.53128248
EgTulIk,900,25.61833,32.210075,800000,23.009495,6500000,1,0.53128248
TnFatim,1000,25.61833,32.210075,1400000,23.057285,13000000,1,0.53128248
EgTulIk,1000,25.61833,32.210075,800000,23.057285,6500000,1,0.53128248
TnFatim,1100,25.61833,32.210075,631000,23.036467,3500000,1,0.53128248
EgAyyub,1200,25.61833,32.210075,1500000,23.163109,9000000,1,0.53128248
TnFatim,1200,25.61833,32.210075,631000,23.163109,3500000,1,0.53128248
EgAyyub,1300,25.61833,32.210075,1500000,22.844814,9000000,1,0.53128248
EgMamBh,1300,25.61833,32.210075,2100000,22.844814,6000000,0.8888889,0.53128248
EgMamCP,1400,25.61833,32.210075,2100000,23.285152,4800000,0.8888889,0.53128248
EgMamBh,1400,25.61833,32.210075,2100000,23.285152,6000000,0.8888889,0.53128248
EgMamBu,1500,25.61833,32.210075,2100000,23.198689,6000000,0.8888889,0.53128248
EgMamCP,1500,25.61833,32.210075,2100000,23.198689,4800000,0.8888889,0.53128248
EgMamBu,1600,25.61833,32.210075,2100000,23.113411,6000000,0.8888889,0.53128248
YeHmyr2,400,15.001445,43.791279,250000,26.45648,300000,0.77777779,0.53128248
YeHmyr2,500,15.001445,43.791279,250000,26.383307,300000,0.77777779,0.53128248
YeHmyr2,600,15.001445,43.791279,250000,26.496197,300000,0.77777779,0.53128248
YeZiyad,900,15.001445,43.791279,41028,26.23975,595717,0.88381374,0.53128248
YeZiyad,1000,15.001445,43.791279,35301,26.247383,631713,0.85867941,0.53128248
YeWarLd,1100,15.001445,43.791279,1028813,26.376268,460143,0.44444445,0.53128248
YeZiyad,1100,15.001445,43.791279,24841,26.376268,500821,0.88629007,0.53128248
YeWarLd,1200,15.001445,43.791279,808551,26.370703,585975,0.44444445,0.53128248
YeRasul,1300,15.001445,43.791279,332855,26.277763,889855,0.77777779,0.53128248
YeRasul,1400,15.001445,43.791279,368280,26.41469,914192,0.77777779,0.53128248
YeRasul,1500,15.001445,43.791279,372290,26.384108,991230,0.77777779,0.53128248
YeQasmi,1700,15.001445,43.791279,617623,26.437588,474752,0.33333334,0.53128248
YeQasmi,1800,15.001445,43.791279,572163,26.343723,516852,0.33333334,0.53128248
YeQasmi,1900,15.001445,43.791279,451061,26.722406,534831,0.33333334,0.53128248
YeModrn,2000,15.001445,43.791279,528076,26.722406,10000000,0.66666669,0.53128248
