"Polity-century","NGA","UTM_zone","Latitude","Longitude","CoordinateSystem","Original_culture_name","Period_start","Period_end","Infrastructure","Infrastructure2","MinInfra","InfraID","Polity_population","LnPopulation","Polity_territory","Population_of_the_largest_settlement","Administrative_levels","AdminID","Military_levels","Religious_levels","Settlement_hierarchy","SettleID","Largest_communication_distance","Occupational_complexity","Professional_lawyers","Professional_military_officers","Professional_priesthood","Professional_soldiers","Bureaucracy_examination_system","Bureaucracy_merit_promotion","Bureaucracy_source_of_support","Fulltime_bureaucrats","Courts","Formal_legal_code","Judges","Bridges","Burial_site","Canals","Ceremonial_site","Communal_buildings","Drinking_water_supply_systems","Enclosures","Entertainment_buildings","Food_storage_sites","StorageProb","Irrigation_systems","Knowledge/information_buildings","Markets","Mines_or_quarries","Monumental_building_cost","Monumental_building_extent","Monumental_building_height","Ports","Roads","Special_purpose_house","Special_purpose_sites","Specialized_government_buildings","Symbolic_buildings","Trading_emporia","Utilitarian_public_buildings","Other_polity-owned_site","Calendar","Fiction","Geometrical_measurements","History","Lists_tables_and_classifications","Measurement_of_area","Measurement_of_time","Measurement_of_length","Measurement_of_volume","Measurement_of_weight","Mnemonic_devices","Nonphonetic_writing","Phonetic_alphabetic_writing","Philosophy","Practical_literature","Religious_literature","Sacred_texts","Scientific_literature","Script","Nonwritten_records","Written_records","Articles","Debt_and_credit_structures","Foreign_coins","Indigenous_coins","Paper_currency","Precious_metals","Store_of_wealth","WealthID","Tokens","Fastest_individual_communication","General_postal_service","Postal_stations","Couriers","Peak_date","Region","Region2","Capital","Degree_of_centralization","Language","Linguistic_family","Preceding_(quasi)polity","Relationship_to_preceding_(quasi)polity","Succeeding_(quasi)polity","Supracultural_entity","Scale_of_supracultural_interaction","Suprapolity_relations","High_gods_(creator_gods)","Supernatural_enforcement_of_fairness","Fairness","Supernatural_enforcement_of_human_reciprocity","Reciprocity","Supernatural_enforcement_of_ingroup_loyalty","Loyalty","SupNatKinAug","KinAugComp1","Name_of_official_cult","Largest_scale_ritual_name","Largest_scale_collective_ritual_of_the_official_cult_frequency_for_the_audience","Largest_scale_ritual_frequency_for_ritual_specialist","Largest_scale_ritual_frequency_per_participant","Most_dysphoric_ritual_name","Most_dysphoric_ritual_frequency_for_audience","Most_dysphoric_ritual_frequency_for_ritual_specialist","Most_dysphoric_ritual_frequency_per_participant","Most_euphoric_ritual_name","Most_euphoric_ritual_frequency_for_audience","Most_euphoric_ritual_frequency_for_ritual_specialist","Most_euphoric_ritual_frequency_per_participant","Most_frequent_ritual_name","Most_frequent_ritual_frequency_for_audience","Most_frequent_ritual_frequency_for_ritual_specialist","Most_frequent_ritual_frequency_per_participant","Most_widespread_ritual_name","Most_widespread_ritual_frequency_for_audience","Most_widespread_ritual_frequency_for_ritual_specialist","Most_widespread_ritual_frequency_per_participant","Name_of_other_significant_religious_or_ideological_systems","CC_PolPop","CC_PolTerr","CC_CapPop","CC_Hier","CC_Govt","CC_Infra","CC_Infra2","CC_Writing","CC_Texts","CC_Money","BasePolity","Percent_CCs_imputed","Percent_features_imputed","Percent_51_imputed","CC_PolPop_Regression_x0","CC_PolPop_Regression_x1","CC_PolPop_Regression_x2","CC_PolTerr_Regression_x0","CC_PolTerr_Regression_x1","CC_PolTerr_Regression_x2","CC_CapPop_Regression_x0","CC_CapPop_Regression_x1","CC_CapPop_Regression_x2","CC_Hier_Regression_x0","CC_Hier_Regression_x1","CC_Hier_Regression_x2","CC_Govt_Regression_x0","CC_Govt_Regression_x1","CC_Govt_Regression_x2","CC_Infra_Regression_x0","CC_Infra_Regression_x1","CC_Infra_Regression_x2","CC_Writing_Regression_x0","CC_Writing_Regression_x1","CC_Writing_Regression_x2","CC_Texts_Regression_x0","CC_Texts_Regression_x1","CC_Texts_Regression_x2","CC_Money_Regression_x0","CC_Money_Regression_x1","CC_Money_Regression_x2","PC1","PC2"
"TrClcLT-3300","['Konya Plain']","['36S']",38.287217,33.17897,"WGS84","Middle and Late Chalcolithic in Konya Plain",-3300,-3200,5.106457009,26.07590318,-0.893542991,"Moderate",5316,8.57847642,90,2500,2,2,2,1,1,1,1175.382918,0.297966543,0.1,0,0.200386945,0,0.1,0.1,"land",0.1,0.1,0.1,0.1,0.1,1,0.1,1,1,0.1,1,0.1,1,1,0.555292575,0.1,1,1,61.6,40,32.60439481,0.1,0.1,1,1,0.1,0.431268945,0.519895489,1,1,0.1,0.1,0.1,0.1,0.1,0.649738807,0.586071901,0.679719757,0.555538695,0.465502272,0.811342906,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.8,0.1,0.8,0.1,0.1,0.1,0.1,0.1,0.1,0,0.427793947,14.17717721,0.1,0.1,0.1,,"['Southwest Asia']",10,,"quasi-polity","Indo-European language","Indo-European","KonyaEC","continuity","KonyEBA",,25000,"none",0,1.036887878,1,0.656025801,0.656025801,0.373781813,0.373781813,2.029807614,-0.338472304,,,"not applicable","yearly","yearly",,"once per generation","yearly","yearly",,"not applicable","not applicable","yearly",,"not applicable","monthly","monthly",,"not applicable","monthly","daily",,3.725568914,1.954242509,3.397940009,1.5,0.072727273,0.388888889,0.151234567987654,2,0,1,"TrClcLT",0.111111111,0.369369369,0.098039216,,0,0,42.99333521,0,0,119.9507966,0,0,42,0,0,2.145454545,0,0,9.555555556,0,0,63,0,0,0,3.14E-05,0,22,0.328337509,0,-4.003303949,-0.282989552
"IrKhzEM-5600","['Susiana']","['39R']",31.361706,48.732085,"WGS84","Early Middle Susiana",-5600,-5500,5.846577217,34.18246515,-0.153422783,"Moderate",295686,12.59705336,3308,175,1,1,1,1,1,1,-7500.794192,0.500158212,0.1,0.1,1,0.1,0.1,0.1,"none",0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.066713805,1,0.054206456,1.042520471,0.1,1,1,1,0,0.633832772,1.042135219,61.6,8,11.56482524,0.1,0.1,1,1.096293539,0.1,1,0.712744445,1,1,0,0,0.1,0,0,1,0.1,1,1,1,1.0748472,0,0,0,0,0,0,0,0,0.8,0,1,0.09665989,0.1,0.1,0.1,0.8,1,1,0.613663068,11.17833831,0.1,0.1,-0.045327649,,"['Southwest Asia']",10,,"quasi-polity",,"Indo-European",,"continuity",,,2200000,"none",0,1.002388232,1,0.840679406,0.840679406,0.762450044,0.762450044,2.60312945,1.032750521,,,"not applicable","yearly","yearly",,"not applicable","yearly","once in a lifetime",,"not applicable","not applicable","seasonally",,"not applicable","not applicable","daily",,"not applicable","not applicable","daily",,5.470831235,3.519620604,2.243038049,1,0.181818182,0.266666667,0.071111111288889,2.446216189,0,3,"IrKhzEM",0.333333333,0.414414414,0.176470588,,0,0,,0,0,35.19459033,0,0,23.5,0,0,2.527272727,0,0,5,0,0,,0,0,0,0,0,28,0.017710118,0,-2.265240911,1.060260386
"IrKhzEM-5500","['Susiana']","['39R']",31.361706,48.732085,"WGS84","Early Middle Susiana",-5500,-5400,5.847990644,34.19899457,-0.152009356,"Moderate",294818,12.5941135,3296,175,1,1,1,1,1,1,-7519.909517,0.500770241,0.1,0.1,1,0.1,0.1,0.1,"none",0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.066839197,1,0.054349203,1.042603279,0.1,1,1,1,0,0.635341187,1.041707077,61.6,8,11.55399333,0.1,0.1,1,1.096634257,0.1,1,0.712649457,1,1,0,0,0.1,0,0,1,0.1,1,1,1,1.076182761,0,0,0,0,0,0,0,0,0.8,0,1,0.097530484,0.1,0.1,0.1,0.8,1,1,0.613787474,11.19041486,0.1,0.1,-0.044041619,,"['Southwest Asia']",10,,"quasi-polity",,"Indo-European",,"continuity",,,2200000,"none",0,1.002004469,1,0.839994326,0.839994326,0.762078211,0.762078211,2.602072537,1.029850749,,,"not applicable","yearly","yearly",,"not applicable","yearly","once in a lifetime",,"not applicable","not applicable","seasonally",,"not applicable","not applicable","daily",,"not applicable","not applicable","daily",,5.469554351,3.5179358,2.243038049,1,0.181818182,0.266666667,0.071111111288889,2.468236151,0,3,"IrKhzEM",0.333333333,0.414414414,0.176470588,,0,0,,0,0,37.43762838,0,0,24.5,0,0,2.709090909,0,0,5.266666667,0,0,,0,0,0,0,0,31,0.035457688,0,-2.259868248,1.063571488
"IrKhzEM-5400","['Susiana']","['39R']",31.361706,48.732085,"WGS84","Early Middle Susiana",-5400,-5300,5.849338296,34.2147585,-0.150661704,"Moderate",294264,12.5922326,3272,175,1,1,1,1,1,1,-7537.811171,0.501400008,0.1,0.1,1,0.1,0.1,0.1,"none",0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.066994789,1,0.054464169,1.042665882,0.1,1,1,1,0,0.636816603,1.041353944,61.6,8,11.54479409,0.1,0.1,1,1.096938624,0.1,1,0.712521693,1,1,0,0,0.1,0,0,1,0.1,1,1,1,1.077475755,0,0,0,0,0,0,0,0,0.8,0,1,0.098347091,0.1,0.1,0.1,0.8,1,1,0.614023574,11.20287013,0.1,0.1,-0.042883404,,"['Southwest Asia']",10,,"quasi-polity",,"Indo-European",,"continuity",,,2200000,"none",0,1.001619914,1,0.839335393,0.839335393,0.761584685,0.761584685,2.600920078,1.026783881,,,"not applicable","yearly","yearly",,"not applicable","yearly","once in a lifetime",,"not applicable","not applicable","seasonally",,"not applicable","not applicable","daily",,"not applicable","not applicable","daily",,5.468736709,3.514750769,2.243038049,1,0.181818182,0.266666667,0.071111111288889,2.489160553,0,3,"IrKhzEM",0.333333333,0.414414414,0.176470588,,0,0,,0,0,39.68066643,0,0,25.5,0,0,2.890909091,0,0,5.533333333,0,0,,0,0,0,0,0,34,0.01774757,0,-2.255242387,1.067025874
"IrKhzEM-5300","['Susiana']","['39R']",31.361706,48.732085,"WGS84","Early Middle Susiana",-5300,-5200,5.850673663,34.23038231,-0.149326337,"Moderate",293520,12.58970106,3253,175,1,1,1,1,1,1,-7556.339448,0.50204305,0.1,0.1,1,0.1,0.1,0.1,"none",0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.067134199,1,0.054592386,1.042304137,0.1,1,1,1,0,0.638305719,1.040911881,61.6,8,11.53455186,0.1,0.1,1,1.09721443,0.1,1,0.712367944,1,1,0,0,0.1,0,0,1,0.1,1,1,1,1.078783295,0,0,0,0,0,0,0,0,0.8,0,1,0.099224614,0.1,0.1,0.1,0.8,1,1,0.614216434,11.21408641,0.1,0.1,-0.041744299,,"['Southwest Asia']",10,,"quasi-polity",,"Indo-European",,"continuity",,,2200000,"none",0,1.001221467,1,0.838666095,0.838666095,0.760948257,0.760948257,2.599614352,1.023392525,,,"not applicable","yearly","yearly",,"not applicable","yearly","once in a lifetime",,"not applicable","not applicable","seasonally",,"not applicable","not applicable","daily",,"not applicable","not applicable","daily",,5.467637951,3.512297768,2.243038049,1,0.181818182,0.266666667,0.071111111288889,2.510655711,0,3,"IrKhzEM",0.333333333,0.414414414,0.176470588,,0,0,,0,0,41.92370448,0,0,26.5,0,0,3.072727273,0,0,5.8,0,0,,0,0,0,0,0,37,0.01774757,0,-2.25026373,1.070429316
"IrKhzEM-5200","['Susiana']","['39R']",31.361706,48.732085,"WGS84","Early Middle Susiana",-5200,-5100,5.852007637,34.24599338,-0.147992363,"Moderate",292778,12.58716992,3235,175,1,1,1,1,1,1,-7574.877619,0.502686025,0.1,0.1,1,0.1,0.1,0.1,"none",0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.067273664,1,0.054720399,1.041942392,0.1,1,1,1,0,0.639794784,1.040469874,61.6,8,11.52431671,0.1,0.1,1,1.097490236,0.1,1,0.712212853,1,1,0,0,0.1,0,0,1,0.1,1,1,1,1.080090859,0,0,0,0,0,0,0,0,0.8,0,1,0.100102081,0.1,0.1,0.1,0.8,1,1,0.614409201,11.22530268,0.1,0.1,-0.040605364,,"['Southwest Asia']",10,,"quasi-polity",,"Indo-European",,"continuity",,,2200000,"none",0,1.000823012,1,0.837996867,0.837996867,0.760312249,0.760312249,2.598309116,1.020002247,,,"not applicable","yearly","yearly",,"not applicable","yearly","once in a lifetime",,"not applicable","not applicable","seasonally",,"not applicable","not applicable","daily",,"not applicable","not applicable","daily",,5.466539113,3.509844088,2.243038049,1,0.181818182,0.266666667,0.071111111288889,2.532150504,0,3,"IrKhzEM",0.333333333,0.414414414,0.176470588,,0,0,,0,0,44.16674252,0,0,27.5,0,0,3.254545455,0,0,6.066666667,0,0,,0,0,0,0,0,40,0.01774757,0,-2.245285485,1.073832913
"IrKhzEM-5700","['Susiana']","['39R']",31.361706,48.732085,"WGS84","Early Middle Susiana",-5700,-5600,5.845931322,34.17491302,-0.154068678,"Moderate",283072,12.55345656,3660,175,1,1,1,1,1,1,-7512.960589,0.499962668,0.1,0.1,1,0.1,0.1,0.1,"none",0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.065552217,1,0.054724287,1.042386241,0.1,1,1,1,0,0.632556383,1.040231878,61.6,8,11.53615265,0.1,0.1,1,1.096358716,0.1,1,0.713374939,1,1,0,0,0.1,0,0,1,0.1,1,1,1,1.074387674,0,0,0,0,0,0,0,0,0.8,0,1,0.097297495,0.1,0.1,0.1,0.8,1,1,0.610648011,11.14531377,0.1,0.1,-0.04303685,,"['Southwest Asia']",10,,"quasi-polity",,"Indo-European",,"continuity",,,2200000,"none",0,1.002985264,1,0.840983692,0.840983692,0.762362701,0.762362701,2.603346393,1.033522343,,,"not applicable","yearly","yearly",,"not applicable","yearly","once in a lifetime",,"not applicable","not applicable","seasonally",,"not applicable","not applicable","daily",,"not applicable","not applicable","daily",,5.45189717,3.56344962,2.243038049,1,0.181818182,0.266666667,0.071111111288889,2.449956639,0,3,"IrKhzEM",0.333333333,0.414414414,0.176470588,,0,0,,0,0,30.70851423,0,0,21.5,0,0,2.245454545,0,0,4.511111111,0,0,,0,0,0,0,0,24,1.017710118,0,-2.253992458,1.054240842
"IrKhzEM-5100","['Susiana']","['39R']",31.361706,48.732085,"WGS84","Early Middle Susiana",-5100,-5000,5.857527579,34.31062934,-0.142472421,"Moderate",261326,12.47352395,4276,175,1,1,1,1,1,1,-7702.306523,0.505132128,0.1,0.1,1,0.1,0.1,0.1,"none",0.1,0.1,0.1,0.1,0.1,0.1,0.1,1.064682365,1,0.057067243,1.039386696,0.1,1,1,1,0,0.643786927,1.032535795,61.6,8,11.37146237,0.1,0.1,1,1.098885413,0.1,1,0.713740652,1,1,0,0,0.1,0,0,1,0.1,1,1,1,1.085234264,0,0,0,0,0,0,0,0,0.8,0,1,0.106143869,0.1,0.1,0.1,0.8,1,1,0.605712675,11.20249732,0.1,0.1,-0.028597523,,"['Southwest Asia']",10,,"quasi-polity",,"Indo-European",,"continuity",,,2200000,"none",0,1.000375931,1,0.835189052,0.835189052,0.756462571,0.756462571,2.591651623,1.003363335,,,"not applicable","yearly","yearly",,"not applicable","yearly","once in a lifetime",,"not applicable","not applicable","seasonally",,"not applicable","not applicable","daily",,"not applicable","not applicable","daily",,5.417181812,3.631044867,2.243038049,1,0.181818182,0.266666667,0.071111111288889,2.650523956,0,3,"IrKhzEM",0.333333333,0.414414414,0.176470588,,0,0,,0,0,46.40978057,0,0,28.5,0,0,3.436363636,0,0,6.333333333,0,0,,0,0,0,0,0,43,3.01774757,0,-2.180876919,1.068885216
"EgNaqa2-3400","['Upper Egypt']","['36R']",25.61833,32.210075,"WGS84","Naqada IIC-D",-3400,-3300,6.48715338,42.08315898,0.48715338,"Moderate",50000,10.81977828,5000,5000,2,2,2,1.261543202,2,2,-1676.784915,0.713441693,0.1,0.1,0.1,0.1,0.1,0.1,"land",1,0.1,0.1,0.1,0.1,1,0.1,1,1,0.1,1,0.1,1,1,1,0.1,0.1,1,442,32,0,0.1,0.1,1,1,1,1,0.88715338,1,1,0.216633764,0.1,0.1,0.1,1,1,1,1,1,1,1.012430213,1,0.1,0.1,0.1,0.1,0.1,0.1,0.8,1,0,1,0.1,0.1,0.1,0.1,0.8,1,1,1,5,0.1,0.1,1,,"['Africa']",1,"Hierakonpolis","quasi-polity",,"Japonic",,"population migration",,,1000000,0,0,0.816037029,0.816037029,0.789713655,0.789713655,0.476178826,0.476178826,2.08192951,-0.056738845,,"elite funeral","not applicable","once per generation","yearly","elite hunting","yearly","yearly","once in a lifetime","elite feast","not applicable","yearly","seasonally",,"not applicable","not applicable","daily",,"not applicable","not applicable","daily",,4.698970004,3.698970004,3.698970004,2,0.263636364,0.4,0.16,3,0.111111111,3,"EgNaqa2",0,0.297297297,0.058823529,4.113943352,0,0,15.49485002,0,0,26.41140677,0,0,13.5,0,0,1.272727273,0,0,4.022222222,0,0,25,0,0,0.111111111,0.004919477,0,22,0.026807967,0,-1.326555256,0.585504652
"EgNaqa2-3300","['Upper Egypt']","['36R']",25.61833,32.210075,"WGS84","Naqada IIC-D",-3300,-3200,6.48715338,42.08315898,0.48715338,"Moderate",50000,10.81977828,5000,5000,2,2,2,1.261543202,2,2,-1676.784915,0.713441693,0.1,0.1,0.1,0.1,0.1,0.1,"land",1,0.1,0.1,0.1,0.1,1,0.1,1,1,0.1,1,0.1,1,1,1,0.1,0.1,1,442,32,0,0.1,0.1,1,1,1,1,0.88715338,1,1,0.216633764,0.1,0.1,0.1,1,1,1,1,1,1,1.012430213,1,0.1,0.1,0.1,0.1,0.1,0.1,0.8,1,0,1,0.1,0.1,0.1,0.1,0.8,1,1,1,5,0.1,0.1,1,,"['Africa']",1,"Hierakonpolis","quasi-polity",,"Japonic",,"population migration",,,1000000,0,0,0.816037029,0.816037029,0.789713655,0.789713655,0.476178826,0.476178826,2.08192951,-0.056738845,,"elite funeral","not applicable","once per generation","yearly","elite hunting","yearly","yearly","once in a lifetime","elite feast","not applicable","yearly","seasonally",,"not applicable","not applicable","daily",,"not applicable","not applicable","daily",,4.698970004,3.698970004,3.698970004,2,0.263636364,0.4,0.16,3,0.111111111,3,"EgNaqa2",0,0.297297297,0.058823529,13.51188336,0,0,22.89279003,0,0,33.80934678,0,0,17.5,0,0,1.772727273,0,0,4.811111111,0,0,32,0,0,0.333333333,0.116030588,0,28,3.026807967,0,-1.326555256,0.585504652
"EgNaqa2-3500","['Upper Egypt']","['36R']",25.61833,32.210075,"WGS84","Naqada IIC-D",-3500,-3400,6.428814789,41.32965959,0.428814789,"Moderate",13000,9.472704636,5000,5000,2,2,2,1.507425051,2,2,-4884.625674,0.624698795,0.1,0.1,0.1,0.1,0.1,0.1,"land",0,0.1,0.1,0.1,0.1,1,0.1,1,1,0.1,1,0.1,1,1,1,0.1,0.1,1,61.6,32,0,0.1,0.1,1,1,1,1,0.828814789,1,1,0.206599213,0.1,0.1,0.1,1,1,1,1,1,1,1.094871402,1,0.1,0.1,0.1,0.1,0.1,0.1,0.8,1,0,1,0.1,0.1,0.1,0.1,0.8,1,1,1,5,0.1,0.1,1,,"['Africa']",1,"Hierakonpolis","quasi-polity",,"Algonquian",,"population migration",,,1000000,0,0,0.81131953,0.81131953,0.840619724,0.840619724,0.545378817,0.545378817,2.197318071,0.234859922,,"elite funeral","not applicable","once per generation","yearly","elite hunting","yearly","seasonally","once in a lifetime","elite feast","not applicable","yearly","seasonally",,"not applicable","not applicable","daily",,"not applicable","not applicable","daily",,4.113943352,3.698970004,3.698970004,2,0.172727273,0.4,0.16,3,0.111111111,3,"EgNaqa2",0,0.297297297,0.058823529,0,0,0,8.096910013,0,0,18.59849342,0,0,10.25,0,0,1,0,0,3.222222222,0,0,20,0,0,0,0.004919477,0,16,3.026807967,0,-1.564586879,0.735441346
"EgNaqa3-3300","['Upper Egypt']","['36R']",25.61833,32.210075,"WGS84","Dynasty 0",-3300,-3200,7.949391869,63.19283109,1.949391869,"High",50000,10.81977828,5000,5000,2,2,2,2,2,2,2691.509176,0.726175167,0.1,0,0,0,0.1,0.1,"land",1,0.1,0.1,0.1,0.1,1,0.1,1,1,0.1,1,0.1,1,1,1,1,0.535475719,1,442,53,3.214777898,0.1,0.1,1,1,1,1,1.01391615,1,1,0.685699303,0.619343723,0.1,0.245036724,1,1,1,1,1,1,0.946438321,0,0,0.138385751,0.419534972,0.602183197,0.594359753,0.535471105,1,1,0.8,1,0.1,0.1,0.1,0.1,0.8,1,1,1,5,0.1,0.1,1,-3250,"['Africa']",1,"Abydos","quasi-polity",,"Indo-European",,"continuity",,,1000000,0,0,0.809650662,0.809650662,0.726094341,0.726094341,0.541642664,0.541642664,2.077387667,-0.133601093,,"funerary or fertility rites","not applicable","yearly","yearly","elite hunting","yearly","yearly","once in a lifetime","ritualistic feasting","not applicable","yearly","yearly",,"daily","not applicable","monthly",,"not applicable","not applicable","daily",,4.698970004,3.698970004,3.698970004,2,0.236363636,0.388888889,0.151234567987654,4,0.111111111,3,"EgNaqa3",0,0.333333333,0.196078431,8.812913357,0,0,19.19382003,0,0,30.11037678,0,0,15.5,0,0,1.536363636,0,0,4.422222222,0,0,28,0,0,0.222222222,0.116030588,0,25,3.026807967,0,-1.032753976,0.700091265
"EgNaqa3-3200","['Upper Egypt']","['36R']",25.61833,32.210075,"WGS84","Dynasty 0",-3200,-3100,7.949391869,63.19283109,1.949391869,"High",50000,10.81977828,5000,5000,2,2,2,2,2,2,2691.509176,0.726175167,0.1,0,0,0,0.1,0.1,"land",1,0.1,0.1,0.1,0.1,1,0.1,1,1,0.1,1,0.1,1,1,1,1,0.535475719,1,442,53,3.214777898,0.1,0.1,1,1,1,1,1.01391615,1,1,0.685699303,0.619343723,0.1,0.245036724,1,1,1,1,1,1,0.946438321,0,0,0.138385751,0.419534972,0.602183197,0.594359753,0.535471105,1,1,0.8,1,0.1,0.1,0.1,0.1,0.8,1,1,1,5,0.1,0.1,1,-3250,"['Africa']",1,"Abydos","quasi-polity",,"Indo-European",,"continuity",,,1000000,0,0,0.809650662,0.809650662,0.726094341,0.726094341,0.541642664,0.541642664,2.077387667,-0.133601093,,"funerary or fertility rites","not applicable","yearly","yearly","elite hunting","yearly","yearly","once in a lifetime","ritualistic feasting","not applicable","yearly","yearly",,"daily","not applicable","monthly",,"not applicable","not applicable","daily",,4.698970004,3.698970004,3.698970004,2,0.236363636,0.388888889,0.151234567987654,4,0.111111111,3,"EgNaqa3",0,0.333333333,0.196078431,18.21085337,0,0,26.59176003,0,0,37.50831679,0,0,19.5,0,0,2.036363636,0,0,5.211111111,0,0,35,0,0,0.444444444,0.004919477,0,31,0.028837511,0,-1.032753976,0.700091265
"EgNaqa3-3100","['Upper Egypt']","['36R']",25.61833,32.210075,"WGS84","Dynasty 0",-3100,-3000,7.949391869,63.19283109,1.949391869,"High",50000,10.81977828,5000,5000,2,2,2,2,2,2,2691.509176,0.726175167,0.1,0,0,0,0.1,0.1,"land",1,0.1,0.1,0.1,0.1,1,0.1,1,1,0.1,1,0.1,1,1,1,1,0.535475719,1,442,53,3.214777898,0.1,0.1,1,1,1,1,1.01391615,1,1,0.685699303,0.619343723,0.1,0.245036724,1,1,1,1,1,1,0.946438321,0,0,0.138385751,0.419534972,0.602183197,0.594359753,0.535471105,1,1,0.8,1,0.1,0.1,0.1,0.1,0.8,1,1,1,5,0.1,0.1,1,-3250,"['Africa']",1,"Abydos","quasi-polity",,"Indo-European",,"continuity",,,1000000,0,0,0.809650662,0.809650662,0.726094341,0.726094341,0.541642664,0.541642664,2.077387667,-0.133601093,,"funerary or fertility rites","not applicable","yearly","yearly","elite hunting","yearly","yearly","once in a lifetime","ritualistic feasting","not applicable","yearly","yearly",,"daily","not applicable","monthly",,"not applicable","not applicable","daily",,4.698970004,3.698970004,3.698970004,2,0.236363636,0.388888889,0.151234567987654,4,0.111111111,3,"EgNaqa3",0,0.333333333,0.196078431,22.90982337,0,0,30.29073004,0,0,41.20728679,0,0,21.5,0,0,2.272727273,0,0,5.6,0,0,39,0,0,0.555555556,0.676505621,0,34,3.055230916,0,-1.032753976,0.700091265
"USKameh+1800","['Big Island Hawaii']","['4Q', '5Q']",19.655365,-155.58329,"WGS84","Kingdom of Hawaii",1800,1900,5.048625425,25.48861868,-0.951374575,"Moderate",60000,11.00209984,14988,15144,5,5,3,2,2,2,1798.074687,0.813516246,0.1,0,1,1,0.1,1,"governed population",-0.012281185,0.1,0,0.1,0.1,0.845676567,0.1,0.947860154,0.909594643,0.1,0.856547844,1,1,1,1,0.1,0.1,0.507263934,61.6,68,28.64869198,0.1,0.1,1.032072641,1.097947627,0.1,1,0.348625425,1,1,0,0,1,0,0,1,1,1,1,1,0.457358128,0,0,0,0,0,0,0,0,0.8,0,1,0.1,0,0,0,0.1,0.1,0,0.8,-1.66154456,0.1,0.1,0.1,1809,"['Oceania-Australia']",6,0,"unitary state","Hawaiian","Austronesian",,"continuity",,,320000,"nominal allegiance","active",0.979875639,0.979875639,1,1,1,1,2.979875639,1.978186897,"Hawaiian Religion","kapu Makahiki sensu stricto","not applicable","yearly","yearly","hono","not applicable","yearly","yearly","kapu Makahiki sensu stricto","not applicable","yearly","yearly",,"not applicable","not applicable","daily","daily offering","not applicable","not applicable","daily",,4.77815125,4.175743684,4.180229293,3,0.318181818,0.288888889,0.083456790187654,2,0,2,"USKameh",0.111111111,0.243243243,0.078431373,184.859711,0,0,154.3039857,0,0,,0,0,99,0,0,9.072727273,0,0,14.98888889,0,0,82,0,0,0,0.523449041,0.194444444,88,5.235003243,3.25,-1.229146177,-0.899349056
"USKameh+1900","['Big Island Hawaii']","['4Q', '5Q']",19.655365,-155.58329,"WGS84","Kingdom of Hawaii",1900,2000,5.043887295,25.44079904,-0.956112705,"Moderate",60000,11.00209984,14988,17862,5,5,3,2,2,2,1881.625081,0.813563546,0.1,0,1,1,0.1,1,"governed population",-0.011919508,0.1,0,0.1,0.1,0.848335531,0.1,0.95104428,0.911057617,0.1,0.855179851,1,1,1,1,0.1,0.1,0.507276905,61.6,68,28.69932719,0.1,0.1,1.032720625,1.097027291,0.1,1,0.343887295,1,1,0,0,1,0,0,1,1,1,1,1,0.460813326,0,0,0,0,0,0,0,0,0.8,0,1,0.1,0,0,0,0.1,0.1,0,0.8,-1.714674538,0.1,0.1,0.1,1809,"['Oceania-Australia']",6,0,"unitary state","Hawaiian","Austronesian",,"continuity",,,320000,"nominal allegiance","active",0.980055952,0.980055952,1,1,1,1,2.980055952,1.978525174,"Hawaiian Religion","kapu Makahiki sensu stricto","not applicable","yearly","yearly","hono","not applicable","yearly","yearly","kapu Makahiki sensu stricto","not applicable","yearly","yearly",,"not applicable","not applicable","daily","daily offering","not applicable","not applicable","daily",,4.77815125,4.175743684,4.251930691,3,0.318181818,0.288888889,0.083456790187654,2,0,2,"USKameh",0.111111111,0.243243243,0.078431373,194.4892368,0,0,162.700465,0,0,,0,0,107,0,0,9.854545455,0,0,15.66666667,0,0,88,0,0,0.444444444,0.668517878,0.444444444,94,5.467095887,4,-1.205714881,-0.922510953
